datetime,open,high,low,close,volume2023-05-15 13:44:00,15439,15522,15425,15511,3
2023-05-15 13:44:00.017,15439,15522,15425,15510,1
2023-05-15 13:44:00.043,15439,15522,15425,15510,2
2023-05-15 13:44:00.043,15439,15522,15425,15511,2
2023-05-15 13:44:00.107,15439,15522,15425,15511,1
2023-05-15 13:44:00.165,15439,15522,15425,15511,1
2023-05-15 13:44:00.165,15439,15522,15425,15511,4
2023-05-15 13:44:00.166,15439,15522,15425,15511,2
2023-05-15 13:44:00.180,15439,15522,15425,15511,1
2023-05-15 13:44:00.218,15439,15522,15425,15511,1
2023-05-15 13:44:00.232,15439,15522,15425,15511,1
2023-05-15 13:44:00.313,15439,15522,15425,15511,3
2023-05-15 13:44:00.440,15439,15522,15425,15511,19
2023-05-15 13:44:00.440,15439,15522,15425,15511,5
2023-05-15 13:44:00.447,15439,15522,15425,15510,1
2023-05-15 13:44:00.644,15439,15522,15425,15510,1
2023-05-15 13:44:00.721,15439,15522,15425,15510,1
2023-05-15 13:44:00.729,15439,15522,15425,15510,1
2023-05-15 13:44:00.732,15439,15522,15425,15510,4
2023-05-15 13:44:00.769,15439,15522,15425,15510,2
2023-05-15 13:44:00.778,15439,15522,15425,15511,1
2023-05-15 13:44:00.847,15439,15522,15425,15511,1
2023-05-15 13:44:00.863,15439,15522,15425,15510,1
2023-05-15 13:44:00.882,15439,15522,15425,15511,1
2023-05-15 13:44:01.045,15439,15522,15425,15511,2
2023-05-15 13:44:01.672,15439,15522,15425,15511,1
2023-05-15 13:44:01.709,15439,15522,15425,15510,1
2023-05-15 13:44:02.043,15439,15522,15425,15511,2
2023-05-15 13:44:02.043,15439,15522,15425,15510,2
2023-05-15 13:44:02.335,15439,15522,15425,15511,2
2023-05-15 13:44:02.464,15439,15522,15425,15511,4
2023-05-15 13:44:02.554,15439,15522,15425,15510,1
2023-05-15 13:44:02.810,15439,15522,15425,15510,2
2023-05-15 13:44:03.036,15439,15522,15425,15510,1
2023-05-15 13:44:03.044,15439,15522,15425,15511,2
2023-05-15 13:44:03.045,15439,15522,15425,15510,2
2023-05-15 13:44:03.401,15439,15522,15425,15510,1
2023-05-15 13:44:03.852,15439,15522,15425,15511,5
2023-05-15 13:44:03.886,15439,15522,15425,15511,1
2023-05-15 13:44:04.046,15439,15522,15425,15511,2
2023-05-15 13:44:04.046,15439,15522,15425,15510,1
2023-05-15 13:44:04.246,15439,15522,15425,15510,1
2023-05-15 13:44:04.576,15439,15522,15425,15511,2
2023-05-15 13:44:04.950,15439,15522,15425,15511,1
2023-05-15 13:44:05.091,15439,15522,15425,15510,1
2023-05-15 13:44:05.207,15439,15522,15425,15511,2
2023-05-15 13:44:05.207,15439,15522,15425,15510,2
2023-05-15 13:44:05.629,15439,15522,15425,15510,23
2023-05-15 13:44:05.937,15439,15522,15425,15509,1
2023-05-15 13:44:06.043,15439,15522,15425,15511,3
2023-05-15 13:44:06.102,15439,15522,15425,15510,2
2023-05-15 13:44:06.102,15439,15522,15425,15510,2
2023-05-15 13:44:06.783,15439,15522,15425,15509,1
2023-05-15 13:44:06.897,15439,15522,15425,15510,2
2023-05-15 13:44:07.050,15439,15522,15425,15510,3
2023-05-15 13:44:07.050,15439,15522,15425,15509,1
2023-05-15 13:44:07.628,15439,15522,15425,15509,1
2023-05-15 13:44:07.681,15439,15522,15425,15510,1
2023-05-15 13:44:07.681,15439,15522,15425,15510,4
2023-05-15 13:44:08.043,15439,15522,15425,15511,3
2023-05-15 13:44:08.043,15439,15522,15425,15509,2
2023-05-15 13:44:08.474,15439,15522,15425,15509,1
2023-05-15 13:44:08.746,15439,15522,15425,15510,2
2023-05-15 13:44:08.746,15439,15522,15425,15511,1
2023-05-15 13:44:08.782,15439,15522,15425,15511,5
2023-05-15 13:44:09.043,15439,15522,15425,15509,2
2023-05-15 13:44:09.043,15439,15522,15425,15511,3
2023-05-15 13:44:09.259,15439,15522,15425,15511,1
2023-05-15 13:44:09.320,15439,15522,15425,15509,1
2023-05-15 13:44:10.027,15439,15522,15425,15509,2
2023-05-15 13:44:10.053,15439,15522,15425,15509,3
2023-05-15 13:44:10.053,15439,15522,15425,15510,1
2023-05-15 13:44:10.053,15439,15522,15425,15511,2
2023-05-15 13:44:10.082,15439,15522,15425,15509,2
2023-05-15 13:44:10.165,15439,15522,15425,15509,1
2023-05-15 13:44:10.577,15439,15522,15425,15509,2
2023-05-15 13:44:10.603,15439,15522,15425,15508,1
2023-05-15 13:44:10.919,15439,15522,15425,15509,1
2023-05-15 13:44:11.011,15439,15522,15425,15508,1
2023-05-15 13:44:11.044,15439,15522,15425,15510,3
2023-05-15 13:44:11.288,15439,15522,15425,15510,2
2023-05-15 13:44:11.545,15439,15522,15425,15509,2
2023-05-15 13:44:11.550,15439,15522,15425,15509,1
2023-05-15 13:44:11.857,15439,15522,15425,15508,1
2023-05-15 13:44:11.898,15439,15522,15425,15510,1
2023-05-15 13:44:12.044,15439,15522,15425,15510,1
2023-05-15 13:44:12.044,15439,15522,15425,15511,2
2023-05-15 13:44:12.044,15439,15522,15425,15509,1
2023-05-15 13:44:12.702,15439,15522,15425,15509,1
2023-05-15 13:44:12.770,15439,15522,15425,15510,5
2023-05-15 13:44:13.044,15439,15522,15425,15509,2
2023-05-15 13:44:13.045,15439,15522,15425,15510,1
2023-05-15 13:44:13.045,15439,15522,15425,15511,2
2023-05-15 13:44:13.249,15439,15522,15425,15509,3
2023-05-15 13:44:13.249,15439,15522,15425,15508,2
2023-05-15 13:44:13.548,15439,15522,15425,15509,1
2023-05-15 13:44:13.548,15439,15522,15425,15509,1
2023-05-15 13:44:14.044,15439,15522,15425,15509,2
2023-05-15 13:44:14.044,15439,15522,15425,15510,3
2023-05-15 13:44:14.358,15439,15522,15425,15509,3
2023-05-15 13:44:14.358,15439,15522,15425,15508,5
2023-05-15 13:44:14.393,15439,15522,15425,15508,1
2023-05-15 13:44:14.769,15439,15522,15425,15508,10
2023-05-15 13:44:14.856,15439,15522,15425,15509,4
2023-05-15 13:44:15.044,15439,15522,15425,15509,1
2023-05-15 13:44:15.044,15439,15522,15425,15510,2
2023-05-15 13:44:15.139,15439,15522,15425,15508,1
2023-05-15 13:44:15.239,15439,15522,15425,15510,4
2023-05-15 13:44:15.239,15439,15522,15425,15508,1
2023-05-15 13:44:16.016,15439,15522,15425,15509,2
2023-05-15 13:44:16.044,15439,15522,15425,15510,3
2023-05-15 13:44:16.044,15439,15522,15425,15508,2
2023-05-15 13:44:16.085,15439,15522,15425,15508,1
2023-05-15 13:44:16.347,15439,15522,15425,15510,5
2023-05-15 13:44:16.475,15439,15522,15425,15509,5
2023-05-15 13:44:16.699,15439,15522,15425,15510,3
